"start_time" "duration" "time_raw" "trial" "blocktrial" "faces_stim"
513.359 6.014 2598426 44 12 "im1_4fh__im2_3fs__im3_13mh__im4_1ms__im5_10mh__im6_6mh__im7_8fs__im8_5ms__im9_11fh__im10_2ms__im11_16fh__im12_12fs__im13_15fh__im14_14mh__im15_7fs__im16_9ms__"
523.32 6.014 2608387 45 13 "im1_11fh__im2_12fs__im3_10mh__im4_2ms__im5_13mh__im6_7fs__im7_14mh__im8_9ms__im9_4fh__im10_1ms__im11_15fh__im12_3fs__im13_6mh__im14_16fh__im15_8fs__im16_5ms__"
533.28 6.016 2618347 46 14 "im1_3fh__im2_16fs__im3_10ms__im4_9mh__im5_5mh__im6_7fh__im7_15fs__im8_12fh__im9_8fh__im10_1mh__im11_14ms__im12_11fs__im13_13ms__im14_2mh__im15_4fs__im16_6ms__"
543.242 6.015 2628309 47 15 "im1_4fs__im2_1mh__im3_12fh__im4_13ms__im5_11fs__im6_2mh__im7_6ms__im8_3fh__im9_10ms__im10_8fh__im11_16fs__im12_5mh__im13_15fs__im14_14ms__im15_7fh__im16_9mh__"
553.202 6.016 2638269 48 16 "im1_11fs__im2_14ms__im3_2mh__im4_10ms__im5_3fh__im6_13ms__im7_7fh__im8_6ms__im9_4fs__im10_15fs__im11_9mh__im12_1mh__im13_8fh__im14_16fs__im15_5mh__im16_12fh__"
563.165 6.015 2648232 49 17 "im1_13ms__im2_12fh__im3_1mh__im4_11fs__im5_10ms__im6_16fs__im7_8fh__im8_9mh__im9_3fh__im10_2mh__im11_6ms__im12_4fs__im13_5mh__im14_7fh__im15_14ms__im16_15fs__"
573.124 6.017 2658191 50 18 "im1_9ms__im2_8fs__im3_3fs__im4_10mh__im5_6mh__im6_1ms__im7_7fs__im8_11fh__im9_5ms__im10_15fh__im11_14mh__im12_13mh__im13_4fh__im14_12fs__im15_2ms__im16_16fh__"
583.097 6.005 2668164 51 19 "im1_14mh__im2_15fh__im3_8fs__im4_5ms__im5_12fs__im6_4fh__im7_9ms__im8_16fh__im9_2ms__im10_3fs__im11_13mh__im12_7fs__im13_10mh__im14_6mh__im15_11fh__im16_1ms__"
593.049 6.014 2678116 52 20 "im1_10ms__im2_2mh__im3_11fs__im4_3fh__im5_12fh__im6_15fs__im7_9mh__im8_4fs__im9_1mh__im10_13ms__im11_7fh__im12_14ms__im13_6ms__im14_5mh__im15_16fs__im16_8fh__"
603.008 6.017 2688075 53 21 "im1_15fh__im2_14mh__im3_5ms__im4_8fs__im5_16fh__im6_3fs__im7_4fh__im8_13mh__im9_7fs__im10_6mh__im11_2ms__im12_9ms__im13_11fh__im14_1ms__im15_10mh__im16_12fs__"
612.97 6.016 2698037 54 22 "im1_8fs__im2_2ms__im3_11fh__im4_14mh__im5_3fs__im6_15fh__im7_13mh__im8_4fh__im9_1ms__im10_7fs__im11_9ms__im12_6mh__im13_12fs__im14_5ms__im15_16fh__im16_10mh__"
622.932 6.015 2707999 55 23 "im1_8fh__im2_11fs__im3_14ms__im4_1mh__im5_15fs__im6_3fh__im7_4fs__im8_2mh__im9_7fh__im10_9mh__im11_13ms__im12_6ms__im13_16fs__im14_10ms__im15_12fh__im16_5mh__"
632.894 6.014 2717961 56 24 "im1_14ms__im2_13ms__im3_4fs__im4_2mh__im5_6ms__im6_8fh__im7_16fs__im8_1mh__im9_11fs__im10_5mh__im11_10ms__im12_3fh__im13_12fh__im14_9mh__im15_15fs__im16_7fh__"
642.87 6.016 2727937 57 25 "im1_12fs__im2_1ms__im3_4fh__im4_7fs__im5_11fh__im6_5ms__im7_16fh__im8_6mh__im9_3fs__im10_8fs__im11_10mh__im12_2ms__im13_13mh__im14_9ms__im15_15fh__im16_14mh__"
652.833 6.015 2737900 58 26 "im1_16fh__im2_5ms__im3_6mh__im4_13mh__im5_9ms__im6_12fs__im7_1ms__im8_10mh__im9_8fs__im10_14mh__im11_11fh__im12_15fh__im13_7fs__im14_2ms__im15_4fh__im16_3fs__"
662.793 6.016 2747860 59 27 "im1_2mh__im2_10ms__im3_3fh__im4_5mh__im5_4fs__im6_1mh__im7_14ms__im8_13ms__im9_12fh__im10_7fh__im11_15fs__im12_9mh__im13_11fs__im14_6ms__im15_8fh__im16_16fs__"
672.757 6.013 2757824 60 28 "im1_15fs__im2_8fh__im3_5mh__im4_14ms__im5_13ms__im6_4fs__im7_3fh__im8_16fs__im9_9mh__im10_6ms__im11_2mh__im12_7fh__im13_1mh__im14_12fh__im15_10ms__im16_11fs__"
682.734 6.014 2767801 61 29 "im1_7fh__im2_6ms__im3_15fs__im4_4fs__im5_2mh__im6_5mh__im7_10ms__im8_11fs__im9_14ms__im10_16fs__im11_8fh__im12_12fh__im13_9mh__im14_3fh__im15_13ms__im16_1mh__"
692.693 6.016 2777760 62 30 "im1_12fh__im2_5mh__im3_8fh__im4_15fs__im5_16fs__im6_9mh__im7_13ms__im8_7fh__im9_6ms__im10_4fs__im11_3fh__im12_2mh__im13_14ms__im14_11fs__im15_1mh__im16_10ms__"
702.658 6.013 2787725 63 31 "im1_6mh__im2_7fs__im3_16fh__im4_9ms__im5_14mh__im6_10mh__im7_11fh__im8_1ms__im9_15fh__im10_12fs__im11_5ms__im12_8fs__im13_2ms__im14_13mh__im15_3fs__im16_4fh__"
712.617 6.015 2797684 64 32 "im1_1mh__im2_4fs__im3_6ms__im4_7fh__im5_14ms__im6_12fh__im7_11fs__im8_8fh__im9_2mh__im10_10ms__im11_5mh__im12_16fs__im13_3fh__im14_15fs__im15_9mh__im16_13ms__"
778.675 6.013 2863742 65 1 "im1_11fn__im2_13mn__im3_10mh__im4_8fh__im5_4fh__im6_15fh__im7_7fn__im8_6mh__im9_12fh__im10_2mh__im11_5mn__im12_14mn__im13_3fn__im14_16fn__im15_9mn__im16_1mh__"
788.652 6.014 2873719 66 2 "im1_10mn__im2_11fh__im3_9mh__im4_4fn__im5_15fn__im6_16fh__im7_5mh__im8_7fh__im9_14mh__im10_2mn__im11_8fn__im12_6mn__im13_1mn__im14_12fn__im15_3fh__im16_13mh__"
798.788 6.007 2883855 67 3 "im1_2ms__im2_3fn__im3_10mn__im4_4fs__im5_9mn__im6_14ms__im7_15fs__im8_16fs__im9_13ms__im10_11fn__im11_1mn__im12_7fn__im13_5mn__im14_8fs__im15_6ms__im16_12fn__"
808.892 6.016 2893959 68 4 "im1_11fn__im2_8fs__im3_6ms__im4_1mn__im5_12fn__im6_2ms__im7_4fs__im8_13ms__im9_15fs__im10_7fn__im11_5mn__im12_9mn__im13_3fn__im14_14ms__im15_16fs__im16_10mn__"
819.064 6.006 2904131 69 5 "im1_1mh__im2_15fh__im3_6mh__im4_4fh__im5_10mh__im6_8fh__im7_16fn__im8_14mn__im9_9mn__im10_5mn__im11_2mh__im12_3fn__im13_12fh__im14_7fn__im15_13mn__im16_11fn__"
829.015 6.016 2914082 70 6 "im1_16fn__im2_2mh__im3_7fn__im4_12fh__im5_11fn__im6_4fh__im7_14mn__im8_13mn__im9_8fh__im10_3fn__im11_10mh__im12_5mn__im13_15fh__im14_6mh__im15_1mh__im16_9mn__"
839.065 6.011 2924132 71 7 "im1_6ms__im2_9mn__im3_11fn__im4_16fs__im5_7fn__im6_5mn__im7_12fn__im8_10mn__im9_4fs__im10_2ms__im11_8fs__im12_13ms__im13_1mn__im14_3fn__im15_15fs__im16_14ms__"
849.023 6.015 2934090 72 8 "im1_8fn__im2_1ms__im3_11fs__im4_6mn__im5_5ms__im6_7fs__im7_9ms__im8_2mn__im9_12fs__im10_4fn__im11_13mn__im12_15fn__im13_14mn__im14_10ms__im15_16fn__im16_3fs__"
859.001 6.015 2944068 73 9 "im1_8fn__im2_1mn__im3_5mh__im4_13mh__im5_11fh__im6_15fn__im7_6mn__im8_14mh__im9_2mn__im10_9mh__im11_7fh__im12_3fh__im13_16fh__im14_10mn__im15_4fn__im16_12fn__"
869.068 6.01 2954135 74 10 "im1_1ms__im2_13mn__im3_12fs__im4_15fn__im5_14mn__im6_3fs__im7_16fn__im8_8fn__im9_5ms__im10_10ms__im11_6mn__im12_11fs__im13_4fn__im14_2mn__im15_9ms__im16_7fs__"
879.048 6.008 2964115 75 11 "im1_3fs__im2_14mn__im3_8fn__im4_1ms__im5_15fn__im6_9ms__im7_7fs__im8_11fs__im9_2mn__im10_13mn__im11_4fn__im12_5ms__im13_10ms__im14_6mn__im15_12fs__im16_16fn__"
889.001 6.016 2974068 76 12 "im1_7fn__im2_16fs__im3_9mn__im4_14ms__im5_10mn__im6_12fn__im7_5mn__im8_4fs__im9_6ms__im10_8fs__im11_2ms__im12_3fn__im13_13ms__im14_15fs__im15_11fn__im16_1mn__"
898.98 6.015 2984047 77 13 "im1_2mh__im2_8fh__im3_13mn__im4_3fn__im5_1mh__im6_9mn__im7_6mh__im8_12fh__im9_5mn__im10_7fn__im11_15fh__im12_11fn__im13_16fn__im14_14mn__im15_4fh__im16_10mh__"
909.271 6.004 2994338 78 14 "im1_13ms__im2_11fn__im3_12fn__im4_5mn__im5_14ms__im6_10mn__im7_3fn__im8_15fs__im9_1mn__im10_6ms__im11_16fs__im12_8fs__im13_9mn__im14_2ms__im15_4fs__im16_7fn__"
919.221 6.015 3004288 79 15 "im1_15fs__im2_14ms__im3_5mn__im4_7fn__im5_8fs__im6_3fn__im7_10mn__im8_1mn__im9_12fn__im10_16fs__im11_6ms__im12_2ms__im13_11fn__im14_4fs__im15_13ms__im16_9mn__"
929.6 6.017 3014667 80 16 "im1_3fn__im2_9mn__im3_2mh__im4_14mn__im5_6mh__im6_11fn__im7_13mn__im8_4fh__im9_15fh__im10_12fh__im11_1mh__im12_7fn__im13_10mh__im14_5mn__im15_8fh__im16_16fn__"
939.634 6.011 3024701 81 17 "im1_4fh__im2_16fn__im3_9mn__im4_11fn__im5_14mn__im6_5mn__im7_2mh__im8_8fh__im9_13mn__im10_15fh__im11_7fn__im12_10mh__im13_1mh__im14_12fh__im15_3fn__im16_6mh__"
949.592 6.014 3034659 82 18 "im1_3fh__im2_14mh__im3_15fn__im4_5mh__im5_6mn__im6_11fh__im7_1mn__im8_9mh__im9_7fh__im10_13mh__im11_12fn__im12_4fn__im13_10mn__im14_16fh__im15_8fn__im16_2mn__"
959.552 6.016 3044619 83 19 "im1_16fn__im2_7fs__im3_14mn__im4_9ms__im5_6mn__im6_8fn__im7_5ms__im8_10ms__im9_4fn__im10_2mn__im11_12fs__im12_3fs__im13_11fs__im14_1ms__im15_15fn__im16_13mn__"
969.53 6.016 3054597 84 20 "im1_16fh__im2_15fn__im3_14mh__im4_6mn__im5_3fh__im6_13mh__im7_11fh__im8_4fn__im9_10mn__im10_12fn__im11_1mn__im12_9mh__im13_8fn__im14_2mn__im15_5mh__im16_7fh__"
979.492 6.015 3064559 85 21 "im1_13mn__im2_11fn__im3_8fh__im4_10mh__im5_12fh__im6_7fn__im7_15fh__im8_5mn__im9_16fn__im10_9mn__im11_6mh__im12_1mh__im13_4fh__im14_3fn__im15_2mh__im16_14mn__"
989.74 6.013 3074807 86 22 "im1_15fn__im2_2mn__im3_7fs__im4_5ms__im5_3fs__im6_12fs__im7_8fn__im8_16fn__im9_14mn__im10_6mn__im11_10ms__im12_1ms__im13_13mn__im14_9ms__im15_4fn__im16_11fs__"
999.703 6.012 3084770 87 23 "im1_6mn__im2_5mh__im3_12fn__im4_16fh__im5_1mn__im6_4fn__im7_3fh__im8_11fh__im9_8fn__im10_10mn__im11_14mh__im12_13mh__im13_7fh__im14_15fn__im15_2mn__im16_9mh__"
1009.66 6.016 3094727 88 24 "im1_11fh__im2_8fn__im3_13mh__im4_10mn__im5_9mh__im6_5mh__im7_15fn__im8_16fh__im9_6mn__im10_7fh__im11_2mn__im12_12fn__im13_3fh__im14_14mh__im15_1mn__im16_4fn__"
1019.623 6.014 3104690 89 25 "im1_14ms__im2_5mn__im3_7fn__im4_15fs__im5_1mn__im6_8fs__im7_6ms__im8_3fn__im9_2ms__im10_10mn__im11_12fn__im12_16fs__im13_4fs__im14_11fn__im15_9mn__im16_13ms__"
1029.633 6.016 3114700 90 26 "im1_14mh__im2_2mn__im3_3fh__im4_15fn__im5_5mh__im6_12fn__im7_9mh__im8_1mn__im9_4fn__im10_6mn__im11_11fh__im12_7fh__im13_13mh__im14_8fn__im15_16fh__im16_10mn__"
1039.804 6.007 3124871 91 27 "im1_11fs__im2_6mn__im3_1ms__im4_8fn__im5_13mn__im6_4fn__im7_2mn__im8_9ms__im9_15fn__im10_7fs__im11_5ms__im12_12fs__im13_16fn__im14_14mn__im15_3fs__im16_10ms__"
1049.786 6.003 3134853 92 28 "im1_10mh__im2_4fh__im3_11fn__im4_9mn__im5_15fh__im6_2mh__im7_5mn__im8_7fn__im9_14mn__im10_16fn__im11_8fh__im12_6mh__im13_13mn__im14_1mh__im15_12fh__im16_3fn__"
1059.751 6.016 3144818 93 29 "im1_10mn__im2_12fn__im3_4fs__im4_13ms__im5_3fn__im6_15fs__im7_14ms__im8_9mn__im9_16fs__im10_1mn__im11_11fn__im12_6ms__im13_2ms__im14_7fn__im15_8fs__im16_5mn__"
1069.86 6.003 3154927 94 30 "im1_9mn__im2_13ms__im3_16fs__im4_11fn__im5_6ms__im6_4fs__im7_2ms__im8_12fn__im9_8fs__im10_5mn__im11_7fn__im12_10mn__im13_14ms__im14_1mn__im15_3fn__im16_15fs__"
1080.396 6.015 3165463 95 31 "im1_14mn__im2_1mh__im3_15fh__im4_2mh__im5_16fn__im6_12fh__im7_11fn__im8_3fn__im9_7fn__im10_6mh__im11_9mn__im12_13mn__im13_5mn__im14_4fh__im15_10mh__im16_8fh__"
1090.361 6.011 3175428 96 32 "im1_13mn__im2_11fs__im3_9ms__im4_16fn__im5_7fs__im6_5ms__im7_12fs__im8_4fn__im9_6mn__im10_8fn__im11_2mn__im12_10ms__im13_15fn__im14_3fs__im15_1ms__im16_14mn__"
1772.486 6.015 3857553 97 1 "im1_2mn__im2_13mh__im3_8fn__im4_3fh__im5_7fh__im6_9mh__im7_12fn__im8_15fn__im9_5mh__im10_11fh__im11_6mn__im12_1mn__im13_14mh__im14_4fn__im15_10mn__im16_16fh__"
1782.514 6.015 3867581 98 2 "im1_2mn__im2_3fs__im3_10ms__im4_4fn__im5_1ms__im6_15fn__im7_13mn__im8_14mn__im9_16fn__im10_9ms__im11_11fs__im12_7fs__im13_12fs__im14_5ms__im15_6mn__im16_8fn__"
1792.793 6.016 3877860 99 3 "im1_5mn__im2_6mh__im3_12fh__im4_16fn__im5_8fh__im6_13mn__im7_1mh__im8_11fn__im9_10mh__im10_4fh__im11_3fn__im12_9mn__im13_7fn__im14_15fh__im15_14mn__im16_2mh__"
1802.772 6.015 3887839 100 4 "im1_5ms__im2_8fn__im3_2mn__im4_3fs__im5_4fn__im6_13mn__im7_11fs__im8_7fs__im9_1ms__im10_15fn__im11_9ms__im12_14mn__im13_6mn__im14_16fn__im15_10ms__im16_12fs__"
1812.74 6.009 3897807 101 5 "im1_14mn__im2_9ms__im3_16fn__im4_7fs__im5_2mn__im6_10ms__im7_6mn__im8_5ms__im9_3fs__im10_12fs__im11_8fn__im12_4fn__im13_1ms__im14_13mn__im15_11fs__im16_15fn__"
1822.696 6.014 3907763 102 6 "im1_9mn__im2_3fn__im3_4fh__im4_7fn__im5_5mn__im6_14mn__im7_8fh__im8_1mh__im9_2mh__im10_10mh__im11_16fn__im12_15fh__im13_11fn__im14_13mn__im15_6mh__im16_12fh__"
1832.69 6.015 3917757 103 7 "im1_10ms__im2_4fn__im3_13mn__im4_12fs__im5_11fs__im6_1ms__im7_14mn__im8_15fn__im9_9ms__im10_3fs__im11_16fn__im12_6mn__im13_8fn__im14_7fs__im15_5ms__im16_2mn__"
1842.875 6.009 3927942 104 8 "im1_15fh__im2_10mh__im3_14mn__im4_6mh__im5_3fn__im6_1mh__im7_12fh__im8_9mn__im9_4fh__im10_13mn__im11_11fn__im12_16fn__im13_8fh__im14_2mh__im15_7fn__im16_5mn__"
1852.836 6.009 3937903 105 9 "im1_9ms__im2_16fn__im3_6mn__im4_11fs__im5_8fn__im6_2mn__im7_4fn__im8_12fs__im9_10ms__im10_5ms__im11_7fs__im12_13mn__im13_3fs__im14_15fn__im15_14mn__im16_1ms__"
1862.925 6.016 3947992 106 10 "im1_7fh__im2_6mn__im3_16fh__im4_14mh__im5_12fn__im6_1mn__im7_4fn__im8_10mn__im9_9mh__im10_3fh__im11_13mh__im12_11fh__im13_2mn__im14_5mh__im15_15fn__im16_8fn__"
